id	en	en_US	ja	es	ru	de	it	se	pt_BR	es_US	pl	zh	tr	fr
event28_1	I shall not be defeated!	Agh. It won't end like this.	くぉぉ　このままじゃ　終われん	¡Grrr! Esto no se termina aquí...	Гр-р-р! Это ещё не конец!	So leicht gebe ich mich nicht geschlagen!	Agh. Non finirà cos!ì	Jag skall inte besegras!	Eu não serei derrotado!	Mier... ¡No terminará así!	Nie mogę zostać pokonany!	我不會被打倒的！	Yenilmeyeceğim!	
event28_2	If you defeat me, I will simply return,\nagain and again!	I'll come back to life again and again.	なんどでも　よみがえってやる	¡Me alzaré para volver\nuna y otra vez!	Я воскресну вновь!\nВедь я бессмертный!	Bezwingst du mich doch, kehre ich eben zurück,\nwieder und wieder!	Se mi sconfiggi, semplicemente, ritornerò\nin vita, ancora e ancora!	Om du besegrar mig, kommer jag helt enkelt tillbaka,\nigen och igen!	Se você me derrotar, eu simplesmente voltarei,\nde novo e de novo!	¡No puedes derrotarme porque\nsimplemente regresaré una y otra vez!	Jeśli mnie pokonasz, zwykle powrócę,\nznowu i znowu!	我即便輸了，我還是會不斷復活！	Eğer beni yenersen, tekrar\ntekrar geri döneceğim!	
event28_3	I am immortal!\nI cannot be vanquished!	There is no death for me.\nI will never disappear.	ワタシに　死は　ナイ\n消えることのない存在なのだ	Soy inmortal, ¡eterno! ¡Un ser\nque jamás se desvanecerá!	Тебе никогда не стереть меня, я не исчезну!	Ich bin unsterblich!\nMich kannst du nicht auslöschen!	Io sono immortale! Eterno!\nNon posso essere sconfitto!	Jag är odödlig!\nJag kan inte bli övervunnen!	Eu sou imortal!\nEu não posso ser vencido!	¡No puedo morir!\n¡Viviré por siempre!	Jestem nieśmiertelny!\nNie da się mnie pozbyć!	我死不了！是無法抹滅的存在！	Ben ölümsüzüm!\nYenilemem!	
event28_4	Muhuhuhu-hahaha!	Kehehe-Hahahahah!	クククわははは！	Ju, ju, ju, ja, ja, ja...\n¡JUA, JA, JA, JA, JA!	Му-ха-ха-ха-ха-ха!	Muhuhuhu-hahaha!	Mwahahahahahaha!	Muhuhuhu-hahaha!	Muhuhuhu-hahaha!	¡Ja, ja, ja, ja, ja, ja! ¡Ah, ja, ja, ja, ja...!	Muhuhuhu-hahaha!	咯咯咯哇哈哈哈！	Muhuhuhu-hahaha!	
event28_5	That can't be!?\nThat's...the...	What!? Th-That's the...	なに！？\nそ　それは…	¿¡Eh!?\nE-esa es...	Это же...\nОткуда?	Unmöglich!\nDas ist...!	Non può essere?!\nQuello... è...	Det kan inte vara så!?\nDet är...den...	Não pode ser!?\nEssa... é...	¡¿Pero qué?! ¡Esa es...!	To.. nie może być?\nTo jest...	不會吧！？\n那……那是……	Bu olamaz!?\nBu... şey...	
event28_6	"I want you to hold on to this."	"Hold on to this...."	「これ　あずかっていて…」	"""Por favor, guarda esto por mí..."""	"""Пусть будет у тебя..."""	"""Ich möchte, dass du dies an dich nimmst."""	"Voglio che questo lo tieni tu."	"Jag vill att du håller i den här."	"""Eu quero que você guarde isso."""	"""He estado guardando esto."""	"Chcę żebyś to trzymał"	「我希望你能收下這個。」	"Bunu sıkıca tutmanı istiyorum."	
event28_7	"...To go back to the way you were!"	"...Return to how you were..."	「……もとにもどるんだ…」	"""¡...vuelve a tu estado anterior!"""	"""...верни прежнее состояние..."""	"""...und wieder so wirst, wie du früher warst."""	"...Per ritornare a come eri prima!"	"...För att gå tillbaka till som du var!"	"""...volte a ser como era antes!"""	"""¡Vuelve a la normalidad!"""	"... Żebyś wróciła taka jaka byłaś!"	「……回到你原來的樣子！」	"...Eski haline dönmek için!"	
event28_8	The genie of the lamp is supposed to grant\nthree wishes, am I right?	The genie of the lamp is supposed to grant\nthree wishes, right?	たしか　ランプの精ってのは３つの\n願いごとを　聞いてくれるんだよな	Tengo entendido que el genio de la lámpara concede tres deseos, ¿no?	Если я ничего не путаю, джинн лампы\nобязан исполнить три желания.	Der Dschinni der Lampe soll einem drei Wünsche erfüllen,\nhab ich Recht?	Il genio della lampada dovrebbe esprimere\ntre desideri, mi sbaglio?	Anden av Lampan ska uppfylla\ntre önskningar, eller hur?	O gênio da lâmpada precisa realizar\ntrês desejos, não é mesmo?	Creo que el genio de la lámpara\nconcede tres deseos, ¿no es verdad?	Dżin Lampy powinien spełnić moje\ntrzy życzenia... Zgodzisz się?	我聽說神燈精靈應該要實現三個願望，對吧？	Lambadaki cinin üç dilek hakkı\nverdiği söyleniyor, doğru mu?	
event28_9	I will never grant any wish\nfrom the likes of you!	There's no way I would\never listen to you!	貴様のいうことなど\n聞けるわけが　なかろう！	¡Serás...! ¡Jamás concedería un deseo a alguién como tú!	Чтобы я исполнял твои желания?\nНикогда не бывать этому!	Ich erfülle überhaupt keine Wünsche,\nund schon gar nicht von jemanden wie dir!	Non esprimero alcun tuo desiderio!	Jag kommer aldrig att uppfylla någon\nönskan från sådana som du!	Eu nunca vou realizar os desejos de alguem como você!	¡No hay forma alguna de que\nobedezca a alguien como tú!	Nigdy nie spełnie życzeń\nkomuś takiemu jak ty!	我才不會實現你這傢伙的任何願望！	Senin gibilerin hiçbir dileğini\nasla yerine getirmeyeceğim!	
event28_10	Hm!	Hup!	よっと！	¡Jop!	Опа!	Hah!	Hm!	Hm!	Hm!	¡Ja!	Hm!	哼！	Hm!	
event28_11	My first wish.		一つ目	Primer deseo:	Первое желание!	Wunsch Nummer eins:	Il mio primo desiderio.	Min första önskan.	Meu primeiro desejo.	Como primer deseo:	Moje pierwsze życzenie.	第一個願望。	İlk dileğim.	
event28_12	Bring Shahra back to life!	Bring Shahra back to life.	シャーラを　生き返らせてくれ	¡Devuelve a Shara a la vida!	Верни Шахру к жизни!	Mach Shahra wieder lebendig!	Riporta Shahra in vita!	Få Shahra att leva igen!	Traga a Shahra de volta à vida!	¡Devuélvele la vida a Shahra!	Przywróć Shahre do życia!	讓夏拉復活！	Shahra'yı hayata geri getir!	
event28_13	Ugh!	Gwah!	ぐはっ！	¡Hum!\n¡Argh...!	А-а-апф!	Ugh!	Ugh!	Ugh!	Ugh!	¡Ugh...! ¡Agh!	Ugh!	噁！	Ugh!	
event28_14	My body...\nMy body is...	Augh, my body...\nMy body is...!	ぐぉぉ　からだが…\nからだが…	¡Mi cuerpo!\n¡Mi cuerpo...!	А-а-а!\nМоё... Моё тело!	Mein Körper...\nMein Körper wird...	Il mio corpo...\nIl mio corpo è...	Min kropp...\nMin kropp är...	Meu corpo...\nMeu corpo está...	¡Mi cuerpo! ¡Mi cuerpo...!	Moje ciało...\nMoje ciało jest...!	我的身體...\n我的身體在...	Vücudum...\nBenim vücudum...	
event28_15	My second wish.		二つ目	Segundo deseo:	Второе желание!	Wunsch Nummer zwei:	Il mio secondo desiderio.	Min andra önskan.	Meu segundo desejo.	Segundo deseo:	Moje drugie życzenie.	第二個願望。	İkinci dileğim.	
event28_16	Return the Arabian Nights\nto the way they were,	Return the stories that have disappeared in this world,	消えてしまったこの世界のお話	¡Devuelve a su estado original\ntodas las historias	Обрати все деяния, которые ты сделал	Stell Tausendundeine Nacht\nwieder so her wie es mal war, 	Riporta le Mille e una Notte\na come erano prima,	Återför Tusen och en Natt\ntill hur de var,	Faça as Mil e Uma Noites voltarem a ser como eram,	¡Restaura """Las mil y una noches""" que destruiste,	Przywróć Arabskie Noce\ndo stanu w jakim były,	把天方夜譚恢復原狀，	Binbir Gece Masallarını\neski haline döndür.	
event28_17	So that the world can have its stories again!	And restore the Arabian Nights back to its original state.	アラビアンナイトを\nすべて元にもどすんだ	del mundo de Las mil y una noches\nque has borrado!	с """Тысячью и одну ночью""", немедленно!	sodass die Welt wieder seine Geschichten genießen kann!	Così che il mondo delle Mille ed una notte\npossa avere le sue storie!	Så att världen kan ha sina berättelser igen!	para que o mundo possa ter suas histórias de volta!	y que sean como eran en un inicio!	Aby świat mógł odzyskać swoje opowieści!	讓這世界能再次擁有它的故事！	Böylece dünya yeniden kendi\nhikayelerine kavuşabilsin!	
event28_18	Wha!	Wha!?	なっ！	¿Que--?	Что?	?!	Che!	Va!	Quê?!	¿Qué...?	Co-?!	什麼！	Ne!	
event28_19	Ugh!	Gaaahh!!	ぐああっ！！	¡Aaaah!	А-а-а... А-А-А-А-А-А!	Aargh!	Ugh!	Ugh!	Ugh!	¡Gua...!	Ugh!	呃！	Ugh!	
event28_20	M-my...		か　か…	¡Uf...! ¡Ah...! ¡Uaaaaaah!	А-а-а...	M-mein...	I-Il mio..	M-min...	M-meu...	¡Mi... mi...!	M-moje...	我……	B-benim...	
event28_21	My third wish.		三つ目	¡Tercer deseo!:	Третье желание!	Wunsch Nummer drei:	Il mio terzo desiderio.	Min tredje önskan.	Meu terceiro desejo.	Tercer deseo:	Moje trzecie życzenie.	第三個願望。	Üçüncü dileğim.	
event28_22	Erazor Djinn!	Erazor Djinn.	イレイザー・ジン	Erazor el Yinn,	Эрейзор Джинн!	Erazor Djinn!	Erazor Djinn!	Erazor Djinn!	Erazor Djinn!	¡Erazor!	Erazor Dżin!	伊萊薩！	Erazor Cin!	
event28_23	You shall live out the rest of time, trapped\ninside your lamp as you were in days of old!	You are the Genie of the Lamp, and you shall stay\ninside that Lamp as you did in days of old.	オマエはランプの精として\n昔どおりランプの中ですごせ	Como genio de la lámpara que eres, ¡deseo que quedes\natrapado dentro de ella, como solías estar!	Наказания тебе было мало. Так что\nживи до конца своих дней в этой лампе!	Du sollst dein Dasein für alle Ewigkeit eingesperrt\nin dieser Lampe fristen, so wie damals!	Dovrai vivere per il resto dell'eternità\nintrappolato dentro la tua lampada come ai tempi passati!	Du skall leva resten av tiden, fångad\ni din lampa liksom du var i forntida dagar!	Você passará o resto da eternidade\naprisionado em sua lâmpada como antigamente!	Permanecerás encerrado como el genio de la lámpara,\ncomo en los viejos tiempos.	Resztę czasów spędzisz uwięziony,\ntak jak byłeś za dawnych czasów!	既然你是神燈精靈，\n那你就像從前一樣關在神燈裡面吧。	Ömrünün geri kalanını, eskiden olduğu gibi\nlambanın içinde hapsolmuş olarak geçireceksin!	
event28_24	Ugh... ugh... ugh!	Gwah! Hah, hah...	ぐはっ！　はぁ　はぁ…	¡Aaah! ¡Cof, cof!\n¡Grrr! ¡Grrrrr!	А-а-а... пф-ф-фа!	Uaugh... Ough... ugh!	Ugh... ugh... ugh!	Ugh... ugh... ugh!	Ugh... ugh... ugh!	¡Deten...! ¡Ah...!	Ugh.. ugh.. ugh!	呃啊！哈……哈……	Ugh... ugh... ugh!	
event28_25	Shahra, I know you're there!\nPlease, stop him!	Shahra, I know you're there!\nStop this. Stop him!	シャーラ　いるんだろ！？\n止めてくれ　コイツを止めてくれ！	¡Shara! ¡¡Se que estás ahí!! ¡Detenlo!\n¡¡Detenlo!!	Шахра, я знаю, ты здесь!\nОтстанови его! Останови скорее!	Shahra, ich weiß, dass du da bist!\nBitte, halte ihn auf!	Shahra, so che sei lì!\nPer favore, fermalo!	Shahra, jag vet att du är där!\nSnälla, stoppa honom!	Shahra, eu sei que você está aí!\nPor favor, pare-o!	Shahra... ¡Detenlo! ¡Detén a este miserable!	Shahra! Wiem, że tam jesteś!\nBłagam, powstrzymaj go!	夏拉，你在吧！？\n阻止他，快阻止他啊！	Shahra, orada olduğunu biliyorum!\nLütfen, onu durdur!	
event28_26	We can start over, the two of us!\nI swear! I swear it!	The two of us can start over.\nIt isn't a lie, it isn't a lie...	また　二人でやりなおそう\n噓じゃない　噓じゃないんだ…	¡Podemos volver estar juntos, a empezar de zero!\n¡Te lo juro! ¡Te lo juro...!	Мы же можем начать всё сначала!\nВсё будет иначе! Клянусь тебе!	Wir fangen noch mal von vorne an, nur wir zwei!\nIch schwöre es! Ich schwör's!	Possiamo rincominciare, solo noi due!\nLo giuro! Lo giuro!	Vi kan börja om, vi två!\nJag svär! Jag svär!	Podemos recomeçar, nós dois!\nEu juro! Eu juro!	Empecemos de nuevo juntos.\nNo estoy mintiendo. ¡Te lo juro!	Możemy zacząć od nowa, tylko nasza dwójka!\nPrzysięgam... Przysięgam Ci!	我們倆還可以再重修舊好，\n我沒有騙人，我沒有騙人啊……	İkimiz birlikte yeniden başlayabiliriz!\nYemin ederim! Yemin ederim!	
event28_27	The world is mine!	I am supposed to rule the world.	ワタシが世界を統べる者のはず	¡Se supone que soy quien\ndebe gobernar el mundo!	Я родился, чтобы править миром!	Die Welt gehört mir!	Il mondo è mio!	Världen är min!	Esse mundo é meu!	Yo debería ser quien gobernara el mundo.	Świat jest mój!	我可是這個世界的統治者！	Dünya benim!	
event28_28	I cannot be denied by that filthy rat!	And that was spoiled by this filthy rat!	それが　こんな薄汚いネズミに！	¿¡Cómo he podido perder contra\nuna sucia rata!?	Я не могу проиграть этой мерзкой крысе!	Ich kann doch nicht verleugnet werden\nvon so einer dreckigen Ratte!	Non posso essere fermato da questo sporco ratto!	Jag kan inte nekas av den där smutsiga råttan!	Eu não posso ser impedido por aquele rato imundo!	¡¿Y me lo arrebató una sucia rata?!	Nie mogę być zaprzeczony\nprzez tego brudnego szczura!	我怎麼會被這隻臭老鼠給打倒了！	O pis fare tarafından yenilemem!	
event28_29	Whyyyyy?!	Whyyyyy!?	なぜだぁぁぁ	¿¡Por quéééééé!?	Как же та-а-а-а-ак?!	Waruuuuum?!	Perchè?!	Varfööööööör?!	Por quêêêêêê?!	¡¿Por qué?!	Dlaczegooo?!	為什麼！？	Nedeeeeeeeeen?!	
event28_30	I told you, I'm not a RAT!	I'm no filthy rat.	オレは\n薄汚いネズミなんかじゃない	Ya te dije que no soy una sucia rata...	Я не крыса.\nСколько можно повторять?	Wie oft noch?! Ich bin keine RATTE!	Te l'ho già detto, non sono un RATTO!	Jag sa ju, jag är inte en RÅTTA!	Eu já te disse, eu não sou um RATO!	No soy una sucia rata.	Mówiłem Ci, nie jestem SZCZUREM!	什麼臭老鼠，我早就說過了吧！	Sana söyledim, ben bir FARE değilim!	
event28_31	I'm a HEDGEHOG!	I'm a pretty awesome hedgehog.	ちょっとスゴイ\nハリネズミなんだよ	Soy un erizo bastante molón.	Я ёж! Был, есть и буду!	Ich bin ein Igel.	Sono un RICCIO!	Jag är en IGELKOTT!	Eu sou um OURIÇO!	Soy un erizo.	Jestem JEŻEM!	我是一隻刺蝟！	Ben bir KİRPİYİM!	
event28_32	Shahra...\nWill you grant me one more wish?	Shahra...Will you hear my wish?	シャーラ…\nオレの願いを聞いてくれるか？	Shara...\n¿Me concederías un último deseo?	Шахра...\nИсполнишь моё желание?	Shahra...\nErfüllst du mir einen letzten Wunsch?	Shahra...\nPosso concedermi un'altro desiderio?	Shahra...\nVill du uppfylla mig en önskan till?	Shahra...\nVocê pode realizar mais um desejo?	Shahra... ¿puedes concederme un deseo?	Shahra...\nSpełnisz dla mnie jeszcze jedno życzenie?	夏拉……\n你能再實現我的一個願望嗎？	Shahra...\nBana bir dilek hakkı daha verir misin?	
event28_33	...?		…？	¿Hum?	...?	...?	...?	...?	...?	Ajá...	...?	……？	...?	
event28_34	I wish for a mountain of handkerchiefs.	Get me a mountain of handerchiefs.	ハンカチを\n山ほど　だしてくれ	Deseo por ti una montaña de pañuelos.	Платочков бы.\nНаколдуй побольше.	Ich wünsche mir einen Berg Taschentücher.	Vorrei una montagna di fazzoletti.	Jag önskar mig ett berg av näsdukar.	Eu desejo uma montanha de lenços.	Deseo una montaña de pañuelos.	Życzę sobie górę husteczek.	我希望有一整山的手帕。	Bir dağ dolusu mendil istiyorum.	
event28_35	Now, just let yourself cry.\nAs much as you need to.	It's okay even if you cry an ocean.	海ができるまで　泣いていいぞ	Llora todo lo que haga falta, incluso si es un mar de lágrimas,	Поплачь, если хочется, даже если\nобразуется море слёз.	Und nun, wein dich ruhig aus,\nbis du dich wieder besser fühlst.	Adesso, lasciati andare, piangi.\nPiangi quanto vuoi.	Nu, bara låt dig själv gråta.\nSå mycket du behöver.	Agora, deixe as lágrimas caírem.\nO quanto for preciso.	Bien, ahora usa todos los que quieras, te sobran muchos.	Teraz, pozwól Sobie na płacz.\nNa tyle ile tylko potrzebujesz.	現在你就讓自己哭出來吧。\n想哭多少就哭多少。	Şimdi, kendini ağlamaya bırak.\nİhtiyacın olduğu kadar.	
event28_36	You'll have plenty of handkerchiefs\nto help you through it.	You have a mountain of handkerchiefs\nto help you through it.	ハンカチは　山のようにあるからな	aquí te esperan todos los pañuelos que necesites.	Думаю, платочков нам на всё хватит.	Du hast jetzt Unmengen an Taschentüchern,\ndie dir da durchhelfen.	Avrai tantissimi fazzoletti che ti aiuteranno\nnel mentre.	Du kommer att ha gott om näsdukar\nsom hjälper dig igenom det.	Você terá muitos lenços para te ajudar a superar isso.	Llora hasta que puedas llenar todo el mar.	Będziesz miała wystarczająco\nhusteczek które Ci z tym pomogą.	這樣你就有數不盡的手帕\n可以幫你度過難關了。	Bu süreç boyunca sana yardımcı\nolacak bol miktarda mendilin olacak.	
														
event29_name	Ending			Final	Конец	Ende	Finale	Slutet	Fim	Final	Koniec	結局	Bitiş	
event29_1	And so, the legendary blue hedgehog,	And so, the blue hedgehog,	そして　青いハリネズミは	Y es así que el erizo azul,	После того, как синий ёж спас	Und so geschah es, dass der legendäre blaue Igel,	E così, il leggendario riccio blu,	Och så, den legendariska blå igelkotten,	E então, o lendário ouriço azul,	Y así, el erizo azul,	Tak więc, legendarny niebieski jeż,	於是，傳說中的藍色刺蝟，	Ve böylece, efsanevi mavi kirpi,	
event29_2	Having saved the world of\nthe Arabian Nights, ran endlessly,	After saving the world of the Arabian Nights,\nran around endlessly,	アラビアンナイト物語の世界を\n救った後　あきるほど走りまわって	tras salvar el mundo de Las mil y una\nnoches, lo recorrió de arriba a abajo.	мир """Тысячи и одной ночи""",	der die Geschichte von Tausendundeine Nacht rettete,\num die gesamte Welt lief,	Avendo salvato il mondo delle\nMille e una Notte, corse infinitamente,	Efter att ha räddat världen i\nTusen och en Natt, sprang oavbrutet,	tendo salvo o mundo das\nMil e Uma Noites, correu incansavelmente,	tras salvar el mundo de """Las mil y una noches""",\ncorrió a sus anchas	po uratowaniu świata Arabskich Nocy,\nbiegał w nieskończonośc	他在拯救了天方夜譚的世界後，\n依舊不斷奔跑著，	Binbir Gece Masalları dünyasını kurtardıktan\nsonra, durmaksızın koştu,	
event29_3	Until he found his way back\ninto his own world.	Before returning to his own world.	もとの世界へ戻っていきました	Corrió y corrió hasta agotarse y, después,\nregresó a su lugar de origen.	он очень много пробежал,\nчтобы вернуться в свой мир.	bis er eines Tages den Weg zurück\nin seine eigene Welt fand.	Fino a che non si ritrovò\nnel suo mondo.	Tills han hittade tillbaka\ntill sin egen värld.	até encontrar o caminho de volta para seu próprio mundo.	antes de regresar a su propio mundo.	Dopóki nie znalazł drogi powrotnej\ndo swojego świata.	直到他找到了回家的路。	Ta ki kendi dünyasına geri dönmenin\nyolunu bulana kadar.	Jusqu'à ce qu'il retrouve \nle chemin de son propre monde.
event29_4	Along the way,\nhe had many adventures...	There were many adventures along the way...	途中いろんな冒険がありましたが…	Por el camino, vivió un sinfín\nde aventuras...	Было ещё много других приключений...	Auf seinem Weg bestritt er zahlreiche Abenteuer...	Percorrendo la strada,\nha vissuto molte avventure...	Längs vägen,\nhade han många äventyr...	Pelo caminho,\nele teve muitas aventuras...	Vivió muchas aventuras por el camino,	Po drodzę miał wiele przygód...	一路上，他歷經百般冒險……	Yolculuğu boyunca birçok\nmacera yaşadı...	 En chemin, \nil a vécu de nombreuses aventures...
event29_5	But those are stories...\nfor another time.	But those stories are for another time.	でも　そのおはなしは\nまた別の機会に	...Pero esas son historias\npara otra ocasión.	Но... об этом как-нибудь... в другой раз.	doch dies sind Geschichten für ein anderes Mal.	Ma quelle storie...\nsono per un'altra volta.	Men det är historier...\nför en annan gång.	Mas essas são histórias...\npara outra hora.	pero esa historia la contaremos en otra ocasión.	Ale te opowieści...\nsą na następny raz.	但是，那些故事……\n就留給下次再說吧。	Ama bunlar başka zaman\nanlatılacak hikayeler...	Mais ce sont des histoires...\npour une autre fois.
event29_6	Thank you...\nSonic the Hedgehog.	Thank you, Sonic the Hedgehog.	ありがとう…\nソニック・ザ・ヘッジホッグ	Muchas gracias... Sonic,	Спасибо тебе...\nЁжик Соник.	Hab tausend Dank...\nSonic der Igel.	Grazie...\nSonic il Riccio.	Tack...\nIgelkotten Sonic.	Obrigado...\nSonic o Ouriço.	Gracias, Sonic, el Erizo.	Dziękuje Ci...\nJeżu Sonic.	謝謝你……\n刺蝟索尼克。	Teşekkürler...\nKirpi Sonic.	Merci... \nSonic le Hérisson.
event29_7	The Legendary Hedgehog.		伝説のハリネズミよ	erizo de la leyenda.	Легендарный ёж.	Der Legendäre Igel.	Il riccio leggendario.	Den Legendariska Igelkotten.	O Lendário Ouriço.	El erizo de la leyenda.	Legendarny Jeżu.	傳說中的刺蝟。	Efsanevi Kirpi	Le hérisson légendaire.
														
event30_name	Book Title			Título del Libro	Название книги	Buchtitel	Titolo del Libro.	Boktitel	Título do Livro	Título del tomo	Tytuł Książki	書本名稱	Kitap İsmi	Titre du livre
event30_1	"Aladdin and the Magic Lamp"		「アラジンと魔法のランプ」	"""Aladino y la lámpara maravillosa"""	"""Аладдин и волшебная лампа"""	"""Aladin und die Wunderlampe"""	"Aladino e la Lampada Magica."	"Aladdin och den Magiska Lampan"	"""Aladim e a Lâmpada Maravilhosa"""	"""Aladino y la lámpara maravillosa"""	"Aladyn i Magiczna Lampa"	「阿拉丁神燈」	"Aladdin ve Sihirli Lambası"	"Aladdin and the Magic Lamp"
event30_2	"Sonic and the Secret Rings"		「ソニックと秘密のリング」	"""Sonic y los anillos secretos"""	"""Соник и Мировые кольца"""	"""Sonic und die Geheimen Ringe"""	"Sonic e gli Anelli Segreti"	"Sonic och de Hemliga Ringarna"	"""Sonic and the Secret Rings"""	"""Sonic y los anillos secretos"""	"Sonic i Sekretne Pierścienie"	「音速小子與秘密戒指」	"Sonic ve Gizli Yüzükler"	"Sonic and the Secret Rings"
														
														
														
PARTY LINES ARE STILL WIP--DON'T TRANSLATE YET														
party_host	Host		ホスト		Хост	Hosten								
party_join	Join		ルームに参加		Пригласить	Beitreten								
party_offline	Offline		オフライン		Оффлайн	Offline								
														
party_server	IP Address		ＩＰアドレス		IP адрес	IP-Adresse		IP Adress						
party_room	Room ID		ルームＩＤ		ID комнаты	Room ID		Rum ID						
party_copy	Copy Data		データをコーピ		Копировать данные	Daten kopieren		Kopiera Data						
party_paste	Paste Data		データをペースト		Вставить данные	Daten einfügen								
party_connect	Connect		コネクト		Соединение	Verbinden								
party_start	Start		スタート		Старт	Start		Start						
														
party_player_count	Player Setup				Настройки игрока	Spieler-Setup								
party_player	P0				И0	P0		P0						
party_com	COM0				Ком0	COM0		COM0						
														
party_settings	Settings		設定		Настройки	Einstellungen		Inställningar						
party_continue	Continue		コンティニュー		Продолжить	Weiter		Fortsätt						
party_on	ON		ＯＮ		ВКЛ	EIN		PÅ						
party_off	OFF		ＯＦＦ		ВЫКЛ	AUS		AV						
														
														
party_placement1	1st				1й	1								
party_placement2	2nd				2й	2								
party_placement3	3rd				3й	3								
party_placement4	4th				4й	4								
party_lap	Lap [C]/[T]				Круг [C]/[T]	Runde [C]/[T]								
party_final_lap	Final Lap!				Последний круг!	Letzte Runde!								
														
party_char_select	Character Select				Выбор персонажей	Charakter-Auswahl		Karaktär Väljare						
party_random	Random				Случайно	Zufall		Slumpmässigt						
party_sonic	Sonic				Соник	Sonic		Sonic						
party_tails	Tails				Тейлз	Tails		Tails						
party_knuckles	Knuckles				Наклз	Knuckles		Knuckles						
party_amy	Amy				Эми	Amy		Amy						
party_shadow	Shadow				Шедоу	Shadow		Shadow						
party_cream	Cream				Крим	Cream		Cream						
party_silver	Silver				Сильвер	Silver		Silver						
party_blaze	Blaze				Блейз	Blaze		Blaze						
														
party_easy	Easy		よわい		Легко	Einfach		Lätt						
party_normal	Normal		ふつう		Средне	Normal		Normal						
party_hard	Hard		つよい		Жёстко	Schwer		Svårt						
party_extreme	Extreme		げきつよ		Экстрим	Extrem		Extremt						
														
party_world_bazaar	World Bazaar		ワールドバザー		Мировой базар									
party_world_bazaar_desc	You'll get Rings based on how well you\nplace! Use these Rings to knock down\nthe price of the carpets.		パ一ティ一ゲ一ムの順位に応じて\nリングをGET!そのリングで\n「じゅうたん」をせり落とすチャオ!		За результаты игры, вы получите\nопределённое количество колец.\nЗа них можно приобрести ковры на торгах!	Du verdienst Ringe, je nachdem, welchen Platz du erhalten hast! Nutze diese Ringe, um den Preis von Teppichen herunterzusetzen.								
party_tournament_palace	Tournament Palace		トーナメントパレス		Турнирный дворец									
party_tournament_palace_desc	Win party games and try to be\ntournament champion!		パ一ティ一ゲ一ムに勝って\nト一ナメントでトップをめざすチャオ		Выигрывайте в играх, чтобы занять\nпервое место в турнире!	Gewinne in Party-Spielen und versuche ein Turnee-Champion zu werden!								
party_genie_lair	Genie's Lair		マジンズレヤー		Логово джинна									
party_genie_lair_desc	The winning player gets to open a\ntreasure box. You'll never know what's\ninside!		パ一ティ一ゲ一ムに勝った人が\n宝箱を開けることが出来るチャオ!\n何がでてくるかはお楽しみチャオ~!		Тот, кто выиграет в игре, сможет открыть\nсундук с сокровищами!\nИнтересно, что же там попадётся!	Der Gewinner darf eine Schatztruhe öffnen. Man weiß nie, was da drin ist!								
party_world_library	World Library		ワールドライブラリー		Мировая библиотека									
party_world_library_desc	You can play the different party games here.		各パ一ティ一ゲ一ムに挑戦したり\n記録を確認できるチャオ		Вы можете играть во все игры\nи проверять свои результаты.	Du kannst hier verschiedene Party-Spiele spielen.								
party_treasure_hunt	Treasure Hunt		トレジャーハント		Охота за сокровищами									
party_treasure_hunt_desc	You'll move based on how well you\nplace in the party games! Collect the\nindicated treasure!		パーティーゲームの順位に応じて\n探しまわれる範囲が決まるチャオ\nお題のお宝をぃっぱぃ集めるチャオ!		Область, на которой вы будете искать сокровища,\nбудет определяться вашими результатами в играх!\nВам нужно собрать много сокровищ из заданий!									
party_pirate_coast	Pirates Coast		パイレーツコースト		Пиратское побережье									
party_pirate_coast_desc	The higher you place in a party game,\nthe further the pirate ship will move!\nGet to the treasure isle!		パ一ティ一ゲ一ムの順位に応じて\n海賊船の進む距離が決まるチャオ\nゴ一ルの宝島を目指すチャオ!		Расстояние, на которое будет двигаться ваш корабль,\nбудет определяться вашими результатами в играх!\nВаша цель - добраться до острова сокровищ!									
party_exit	Exit		ＥＸＩＴ		Выход	Verlassen								
party_exit_desc	Quit Party Mode and return to the\nMain Menu.		パーティーモードを終了してメインメニュー\nに戻るチャオ		Выйти из режима """Вечеринка""" и вернуться в главное меню.									
party_exit_confirm	This will quit the game and return you\nto the Main Menu. Is this okay?		ゲームを終了してメインメニュー画面に\n戻ります。よろしいですか?		Завершить режим """Вечеринка"""\nи вернуться в главное меню.									
														
party_attract_menu1	Welcome to "X" Adventure World!		「X　（クロス)　アドベンチャーワルド」\nに、ようこそチャオ！		Добро пожаловать в """Мир кросс-приключений"""!	Willkommen in "X" (Kreuz) Abenteuer Welt!								
party_attract_menu2	Select an attraction!		どのトラクションで遊ぶチャオ？		Какой аттракцион выберете?	Wähle eine Attraktion aus!								
party_change_players	Change participating players?		参加するプレイゃーを変えるチャオか?		Изменить количество участвующих игроков?	Teilnehmende Spieler ändern?								
														
														
														
network_connecting	Network Connecting...		ネットワーク接続中...		Подключение к сети...	Verbindet sich mit Netzwerk...								
network_connected	Network Connected.		ネットワークに接続しました。		Сеть подключена.	Mit Netzwerk verbunden.								
network_disconnected	Network Disconnected.		ネットワークから切断されました。		Соединение прервано.	Vom Netzwerk getrennt.								
network_server_connected	Connected to Server.		サーバーに接続しました。		Подключено к серверу.	Mit Server verbunden.								
network_server_disconnected	Disconnected from Server.		サーバーから切断されました。		Отключение от сервера.	Vom Server getrennt.								
